2,60
2,348
2,351
2,11140
2,1995
2,51013
2,51024
2,2639
2,3952
2,4846
2,22976
2,5858
2,140545
2,7372
25980,9131
25980,378
25980,445
25980,476
25980,488
25980,498
25980,506
25980,10476
25980,539
25980,9531
25980,7917
25980,54927
25980,1327
25980,3301
25980,1938
25980,1956
25980,1994
25980,6624
25980,2936
25980,3029
25980,10456
25980,3052
25980,3028
25980,3303
25980,3312
25980,3313
25980,3329
25980,3336
25980,10989
25980,10314
25980,3939
25980,23788
25980,25902
25980,10135
25980,51079
25980,4976
25980,26073
25980,11212
25980,51495
25980,114971
25980,6194
25980,6389
25980,871
25980,6464
25980,6576
25980,8402
25980,10165
25980,5250
25980,292
25980,6520
25980,6742
25980,92609
25980,56993
25980,84790
25980,7284
25980,7295
25980,7334
25980,7385
25980,7416
25980,7417
16,1615
16,9775
16,51520
16,2923
16,7163
16,7317
26574,5970
26574,4088
18,3336
19,8517
19,7052
22,351
4363,7416
6833,3767
6059,9131
6059,204
6059,23136
6059,10456
6059,3336
6059,10989
6059,8826
6059,3799
6059,4240
6059,51079
6059,4698
6059,29078
6059,5160
6059,6041
6059,23524
6059,7417
6059,7533
10061,1654
10061,9669
25,1173
25,598
25,1385
25,2042
25,3308
25,3329
25,3336
25,10075
25,4792
25,5052
25,5590
25,5591
25,6709
25,6714
25,7157
25,7161
3983,60
30,5830
31,55671
80724,9943
84129,351
28976,26284
28976,2744
28976,4720
28976,6389
28976,92609
28976,55863
28976,7416
38,1396
414149,51
59272,183
59272,847
1636,60
1636,183
1636,1457
22985,857
22985,5578
50,38
50,158
50,7915
50,226
50,230
50,351
50,1072
50,1615
50,7919
50,8668
50,9775
50,2058
50,2664
50,2782
50,2820
50,3312
50,3313
50,10075
50,4000
50,4942
50,5093
50,23760
50,5052
50,7001
50,25824
50,6156
50,8607
50,10856
50,6711
50,6613
50,9218
50,2547
641371,1525
641371,26275
10965,641371
11332,2597
11332,5093
11332,2923
11332,6652
51,1340
51,1632
51,9380
51,4074
51,6182
51,23636
51,23022
51,23398
51,54732
2180,622
2180,4306
58,1029
59,10575
59,22948
60,10097
60,790
60,10576
60,22948
60,1460
60,1915
60,2033
60,3383
60,10657
60,5879
60,4736
70,641371
70,60
70,801
70,829
70,1213
70,10521
70,3301
70,1938
70,2314
70,2521
70,8971
70,85235
70,85236
70,3184
70,3185
70,4670
70,3329
70,10642
70,9209
70,23164
70,4627
70,10627
70,4637
70,4430
70,4641
70,4642
70,4646
70,4869
70,26986
70,5111
70,26064
70,55920
70,4736
70,6136
70,6139
70,9349
70,6154
70,6122
70,6176
70,6204
70,6206
70,6222
70,6229
70,6231
70,26135
70,7536
70,6421
70,6949
70,7168
70,5756
70,7295
70,56897
71,790
71,1915
86,2130
86,2648
86,8295
87,9815
88,81
81,1152
81,7295
10120,7533
10097,10574
10097,6840
94,2280
94,7040
6868,7132
6868,7133
80332,3107
80332,3162
8754,5580
9510,7422
92949,51
118,5578
128,1107
128,2101
132,1728
132,5093
132,23760
148,147
154,9131
154,9590
154,378
154,476
154,488
154,498
154,506
154,509
154,539
154,859
154,968
154,8453
154,11160
154,2109
154,9146
154,3303
154,3313
154,10989
154,25902
154,4698
154,4720
154,4722
154,4723
154,5093
154,5160
154,5245
154,871
154,6472
154,8402
154,10165
154,5250
154,292
154,92609
154,9868
154,7284
154,7314
154,7385
154,9218
154,7416
154,7417
156,3320
11047,5694
11047,7334
158,8539
158,2876
158,3309
158,3312
158,51520
158,5093
158,6210
158,8991
158,7167
158,7534
159,158
159,10694
159,11140
159,10294
159,1915
159,1938
159,9775
159,2618
159,8833
159,3105
159,3303
159,3312
159,3315
159,3329
159,8942
159,5093
159,5111
159,2923
159,6205
159,6210
159,6188
159,6202
159,9967
159,10971
166,367
166,3146
166,4005
166,6925
60312,5578
60312,5579
60312,5580
60312,5581
60312,5582
4299,4869
4299,5430
10939,476
10939,498
10939,4702
178,847
26523,5970
26523,10273
27161,163
27161,1175
27161,8945
27161,4627
27161,26986
27161,5213
27161,5214
27161,6224
8540,8443
8540,6342
10551,20
10551,6059
10551,1636
10551,50
10551,60
10551,132
10551,191
10551,9131
10551,204
10551,216
10551,351
10551,378
10551,476
10551,481
10551,488
10551,498
10551,506
10551,509
10551,515
10551,54998
10551,27101
10551,790
10551,55832
10551,821
10551,826
10551,10576
10551,7203
10551,10575
10551,22948
10551,908
10551,10574
10551,10694
10551,1192
10551,11064
10551,1374
10551,8454
10551,26999
10551,1654
10551,1738
10551,10294
10551,1891
10551,9343
10551,1994
10551,2023
10551,83481
10551,11160
10551,2108
10551,2130
10551,23197
10551,2194
10551,2288
10551,2539
10551,2820
10551,9329
10551,8971
